http://www.flipkart.com/kanu-book-cover-hp-slate-7/p/itme8xzm8fkngdt7?pid=ACCE8XZM3YGBZ6BZ,Kanu Book Cover for HP Slate 7,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Kanu Cases & Covers""]",ACCE8XZM3YGBZ6BZ,1299,599,,01-11-2022
http://www.flipkart.com/karatcraft-simple-flower-yellow-gold-diamond-18-k-ring/p/itme7m92hqx5uxxz?pid=RNGE7M92PZ8ZNMHZ,Karatcraft Simple Flower Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",RNGE7M92PZ8ZNMHZ,24067,18056,,01-11-2022
http://www.flipkart.com/bestway-1-47m-x-1-22m-play-sun-shade-inflatable-play-pool/p/itmeeanzcn4fsd3v?pid=IFPEEANZ88AYFQJJ,Bestway 1.47m x 1.47m x 1.22m/Play With Sun Shade Inflatable Play Pool,"[""Baby Care >> Furniture & Furnishings >> Inflatable Products >> Bestway Inflatable Products""]",IFPEEANZ88AYFQJJ,2999,2499,,01-11-2022
http://www.flipkart.com/instyles-back-cover-htc-one-s/p/itme6crfxmjbe3m3?pid=ACCE6CRF92JBR2HT,Instyles Back Cover for HTC One S,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Instyles Cases & Covers""]",ACCE6CRF92JBR2HT,1299,594,,01-11-2022
http://www.flipkart.com/fashiondrobe-shoulder-bag/p/itmee965grdb7uhx?pid=HMBEE965MNXMUSFY,Fashiondrobe Shoulder Bag,"[""Bags, Wallets & Belts >> Bags >> Hand Bags >> Fashiondrobe Hand Bags""]",HMBEE965MNXMUSFY,575,175,,01-11-2022
http://www.flipkart.com/radiant-bay-pear-flair-yellow-gold-diamond-14-k-ring/p/itmedapfhz2yyfjy?pid=RNGEDAPFZE2K4KSD,Radiant Bay Pear Flair Yellow Gold Diamond 14 K Ring,"[""Jewellery >> Rings""]",RNGEDAPFZE2K4KSD,28909,23127,,01-11-2022
http://www.flipkart.com/digimac-1-compartments-plastic-pen-stand/p/itmechx3bnvzvtt5?pid=DKOECHX3YEHGYMMM,Digimac 1 Compartments Plastic Pen Stand,"[""Pens & Stationery >> Office Supplies >> Desk Organizers >> Digimac Desk Organizers""]",DKOECHX3YEHGYMMM,400,246,,01-11-2022
http://www.flipkart.com/kapa-flip-cover-apple-ipad-air/p/itme4nr3qnbszzwu?pid=ACCE4NR3ZTDM2UZX,Kapa Flip Cover for Apple iPad Air,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Kapa Cases & Covers""]",ACCE4NR3ZTDM2UZX,1990,890,,01-11-2022
http://www.flipkart.com/radiant-bay-ribbon-ripples-yellow-gold-diamond-14-k-ring/p/itmedakd43p2zhyu?pid=RNGEDAKEHNG9HGSH,Radiant Bay Ribbon Ripples Yellow Gold Diamond 14 K Ring,"[""Jewellery >> Rings""]",RNGEDAKEHNG9HGSH,30593,24474,,01-11-2022
http://www.flipkart.com/artisan-creation-checkered-single-quilts-comforters-brown/p/itmeeh2znrafneev?pid=BLAEEH2ZJ3G9DA7G,Artisan Creation Checkered Single Quilts & Comforters Brown,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",BLAEEH2ZJ3G9DA7G,2100,745,,01-11-2022
http://www.flipkart.com/karatcraft-stellina-yellow-gold-diamond-18-k-ring/p/itme7m92nhfjfpm5?pid=RNGE7M92FZVK8YWH,Karatcraft Stellina Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",RNGE7M92FZVK8YWH,25157,18166,,01-11-2022
